,Regiao,UF,CNAE,Atendida,CodAssunto,SexoConsumidor,FaixaEtaria,CEP,InscritoDAU
11271,Centro-oeste,MT,4651601.0,1,187.0,F,3,78455000.0,0
11276,Norte,RO,6110801.0,1,187.0,F,6,76824040.0,1
11277,Norte,RO,6422100.0,0,66.0,M,5,76901128.0,1
11278,Norte,RO,2751100.0,0,93.0,F,6,76940000.0,0
11280,Norte,RO,3514000.0,1,185.0,F,4,76940000.0,0
11283,Norte,RO,3514000.0,1,185.0,M,4,76834899.0,0
11285,Sudeste,SP,6512000.0,1,69.0,M,2,13188172.0,0
11286,Sudeste,SP,6462000.0,0,122.0,F,3,2870110.0,0
11287,Sudeste,SP,2640000.0,0,101.0,M,5,4309011.0,1
11288,Sudeste,SP,6822600.0,0,80.0,M,5,4375070.0,0
11289,Sudeste,SP,9430800.0,0,258.0,M,6,2227210.0,0
11290,Sudeste,SP,5310501.0,0,182.0,F,3,4911040.0,0
11292,Sudeste,SP,4110700.0,0,82.0,M,2,5814210.0,0
11293,Sudeste,RJ,4744099.0,1,124.0,F,3,27933270.0,0
11294,Sudeste,RJ,6422100.0,1,53.0,F,5,27970180.0,0
11295,Sudeste,RJ,3514000.0,1,185.0,F,3,27944747.0,1
11296,Nordeste,RN,4753900.0,1,79.0,M,4,59072390.0,0
11297,Nordeste,RN,6511101.0,1,79.0,M,4,59072390.0,0
11298,Nordeste,RN,4649402.0,1,134.0,F,7,59120480.0,0
11299,Nordeste,RN,4742300.0,1,134.0,F,7,59120480.0,0
11300,Nordeste,RN,4713001.0,1,134.0,F,7,59120480.0,0
11301,Nordeste,RN,4713001.0,0,102.0,F,3,59122400.0,1
11302,Nordeste,RN,4751201.0,0,102.0,F,3,59122400.0,0
11304,Nordeste,RN,4781400.0,1,54.0,F,1,59135060.0,0
11305,Nordeste,RN,6422100.0,1,54.0,F,1,59135060.0,0
11306,Nordeste,RN,6120501.0,0,187.0,M,5,59160730.0,1
11307,Sudeste,MG,6431000.0,1,76.0,F,3,38210000.0,0
11308,Sudeste,MG,6493000.0,1,60.0,M,2,38050600.0,0
11309,Sudeste,MG,8291100.0,1,54.0,M,5,38036190.0,0
11310,Sudeste,MG,6422100.0,1,54.0,M,5,38036190.0,0
11311,Sudeste,MG,8291100.0,1,108.0,F,1,38038397.0,0
11312,Sudeste,MG,5223100.0,1,262.0,M,4,38066528.0,0
11313,Sudeste,MG,8112500.0,1,262.0,M,4,38066528.0,0
11316,Sudeste,MG,8291100.0,1,141.0,F,4,38072270.0,0
11317,Sudeste,MG,4759801.0,1,141.0,F,4,38072270.0,0
11319,Norte,RO,3514000.0,0,185.0,F,1,76810489.0,0
11323,Nordeste,PB,6120501.0,0,259.0,M,7,58015330.0,0
11324,Nordeste,PB,6422100.0,0,53.0,F,4,58036435.0,1
11325,Nordeste,PB,6120501.0,1,186.0,F,7,58088000.0,0
11326,Nordeste,PB,6120501.0,1,187.0,F,6,58037030.0,0
11327,Nordeste,PB,6120501.0,1,187.0,F,3,58046532.0,0
11328,Nordeste,PB,2759799.0,1,125.0,F,5,58080440.0,0
11329,Nordeste,PB,4753900.0,1,125.0,F,5,58080440.0,0
11330,Norte,RO,3514000.0,0,185.0,M,3,76828670.0,0
11335,Sul,SC,6613400.0,1,63.0,M,2,88780000.0,1
11336,Sul,SC,3514000.0,1,185.0,F,6,88780000.0,0
11337,Sul,SC,9430800.0,1,79.0,M,6,89295000.0,0
11338,Sul,SC,4530704.0,1,131.0,F,3,89295000.0,0
11339,Sul,SC,4723700.0,1,282.0,F,6,89295000.0,1
11340,Nordeste,RN,6512000.0,1,101.0,M,5,59122537.0,0
11342,Nordeste,RN,6436100.0,0,55.0,M,6,59106250.0,0
11343,Nordeste,RN,4511101.0,0,129.0,F,3,59074470.0,0
11344,Nordeste,RN,4921301.0,0,264.0,M,5,59037620.0,0
11345,Nordeste,RN,8630504.0,1,286.0,M,3,59120090.0,0
11346,Nordeste,RN,6436100.0,1,63.0,M,6,59135210.0,0
11347,Nordeste,RN,6511101.0,1,95.0,M,4,59127630.0,0
11348,Nordeste,RN,2759799.0,1,95.0,M,4,59127630.0,0
11349,Nordeste,RN,4711301.0,1,95.0,M,4,59127630.0,0
11350,Nordeste,RN,4789099.0,1,96.0,F,3,59025250.0,0
11354,Nordeste,RN,6550200.0,1,284.0,M,3,59084350.0,1
11355,Nordeste,RN,4753900.0,1,96.0,F,3,59114250.0,1
11356,Nordeste,RN,6512000.0,1,96.0,F,3,59114250.0,0
11357,Nordeste,RN,4753900.0,1,96.0,F,3,59114250.0,0
11358,Nordeste,RN,2640000.0,1,96.0,F,3,59114250.0,0
11359,Norte,RO,6120501.0,1,187.0,F,3,76980000.0,1
11360,Norte,RO,6613400.0,1,54.0,M,4,76873469.0,0
11361,Norte,RO,6422100.0,1,53.0,F,3,76875832.0,1
11362,Norte,RO,4783101.0,1,74.0,F,4,78932000.0,1
11363,Norte,RO,3514000.0,0,185.0,F,4,76824086.0,0
11364,Norte,RO,6110801.0,1,279.0,M,6,76804037.0,1
11365,Norte,RO,6120501.0,1,259.0,F,5,76820328.0,1
11366,Nordeste,RN,6511101.0,1,95.0,M,5,59139305.0,0
11368,Nordeste,RN,4781400.0,1,54.0,M,3,59064210.0,0
11369,Nordeste,RN,6492100.0,1,54.0,M,3,59064210.0,0
11370,Nordeste,RN,6422100.0,1,54.0,M,3,59064210.0,0
11372,Sudeste,MG,6613400.0,1,53.0,F,7,37500005.0,0
11375,Sudeste,MG,4753900.0,1,88.0,M,4,37500066.0,0
11376,Sudeste,MG,6613400.0,1,54.0,F,2,37502044.0,0
11377,Norte,RO,5310501.0,0,157.0,F,3,76829164.0,0
11378,Norte,RO,6493000.0,1,57.0,M,3,76813538.0,0
11380,Norte,RO,3514000.0,0,185.0,F,7,76811852.0,0
11381,Norte,RO,3514000.0,0,185.0,M,2,76813260.0,0
11382,Norte,RO,8291100.0,1,81.0,F,3,76875514.0,0
11383,Norte,RO,6422100.0,0,53.0,F,3,76813840.0,0
11384,Norte,RO,5111100.0,1,276.0,F,6,76829613.0,1
11385,Norte,RO,6110801.0,1,186.0,M,4,76820536.0,1
11389,Centro-oeste,GO,3092000.0,1,287.0,M,3,75500000.0,1
11390,Centro-oeste,GO,2640000.0,1,101.0,M,4,75500000.0,1
11397,Centro-oeste,GO,2751100.0,1,94.0,F,3,75526060.0,0
11398,Norte,RO,3514000.0,1,185.0,M,3,76828752.0,0
11399,Norte,RO,6440900.0,1,63.0,M,2,76804292.0,0
11400,Norte,RO,6110801.0,1,279.0,M,3,76811406.0,1
11401,Norte,RO,3514000.0,0,185.0,M,7,76987262.0,0
11403,Norte,RO,3514000.0,0,185.0,F,4,76829764.0,0
11407,Sudeste,RJ,4646001.0,1,76.0,F,4,27910230.0,0
11408,Sudeste,RJ,3514000.0,0,183.0,F,6,27920010.0,1
11409,Sudeste,RJ,3600601.0,1,183.0,F,6,27943670.0,1
11410,Sudeste,RJ,3701100.0,1,183.0,F,6,27943670.0,0
11413,Sudeste,RJ,6422100.0,1,53.0,M,5,27946130.0,1
11414,Sudeste,RJ,3514000.0,1,185.0,M,6,27980000.0,1
11415,Sudeste,RJ,6110801.0,1,186.0,M,4,27972073.0,1
11416,Sudeste,RJ,7020400.0,1,186.0,M,4,27972073.0,0
11417,Sudeste,RJ,6511101.0,1,69.0,M,6,27970620.0,0
11418,Sudeste,RJ,4652400.0,1,101.0,F,7,27961070.0,0
11419,Sudeste,RJ,3514000.0,0,185.0,M,6,27998000.0,1
11420,Norte,RO,8599605.0,1,236.0,F,2,76940000.0,0
11427,Norte,RO,7711000.0,0,131.0,M,4,76870000.0,0
11428,Norte,RO,6143400.0,1,259.0,F,5,76811400.0,0
11429,Norte,RO,6143400.0,0,259.0,F,4,76829494.0,0
11430,Norte,RO,6431000.0,0,259.0,F,4,76829494.0,0
11431,Norte,RO,6110801.0,1,187.0,M,2,76870440.0,1
11432,Norte,RO,5111100.0,0,157.0,M,5,76823022.0,0
11433,Norte,RO,5111100.0,0,157.0,M,5,76823022.0,1
11434,Norte,RO,7490104.0,0,157.0,M,5,76823022.0,1
11435,Norte,RO,6120501.0,1,187.0,F,5,76870600.0,1
11436,Norte,RO,6422100.0,0,53.0,F,7,76810154.0,1
11437,Norte,RO,3514000.0,0,185.0,M,4,76980000.0,0
11438,Norte,RO,6110801.0,1,186.0,M,5,76824080.0,1
11439,Norte,RO,5111100.0,0,157.0,M,5,76870000.0,1
11440,Norte,RO,6493000.0,0,56.0,M,2,76814018.0,0
11445,Norte,RO,3514000.0,0,185.0,F,7,76820146.0,0
11446,Norte,RO,6120501.0,1,259.0,F,3,76804354.0,1
11447,Norte,RO,3514000.0,0,185.0,F,4,76804302.0,0
11448,Norte,RO,6120501.0,1,187.0,F,5,76810608.0,1
11449,Norte,RO,4752100.0,0,76.0,M,2,76801688.0,0
11452,Norte,RO,4322302.0,1,125.0,M,2,76801682.0,1
11456,Norte,RO,6436100.0,1,76.0,M,6,76813491.0,0
11457,Norte,RO,4120400.0,1,82.0,M,3,76870000.0,0
11459,Norte,RO,2640000.0,1,249.0,F,4,76870000.0,1
11465,Norte,RO,4711301.0,1,101.0,M,3,76810454.0,0
11466,Norte,RO,4649402.0,1,101.0,M,3,76810454.0,1
11475,Norte,RO,3514000.0,0,185.0,M,6,76820088.0,0
11478,Norte,RO,8610101.0,1,285.0,F,2,76824239.0,0
11479,Norte,RO,6120501.0,1,187.0,M,6,76875520.0,1
11480,Norte,RO,6422100.0,0,54.0,F,3,78932000.0,1
11481,Norte,RO,4652400.0,0,101.0,M,3,76980186.0,1
11486,Norte,RO,5111100.0,1,276.0,F,4,76801243.0,0
11490,Norte,RO,3514000.0,0,185.0,F,6,76820150.0,0
11494,Norte,RO,8299799.0,0,54.0,M,4,78963090.0,0
11499,Nordeste,RN,6436100.0,0,54.0,M,3,59146820.0,0
11500,Nordeste,RN,6550200.0,0,284.0,F,5,59065360.0,0
11501,Nordeste,RN,2622100.0,1,96.0,M,6,59150688.0,0
11502,Nordeste,RN,4789005.0,0,127.0,M,1,59575000.0,1
11505,Norte,RO,6110801.0,1,187.0,F,7,76813270.0,1
11506,Norte,RO,6422100.0,1,54.0,F,4,76914816.0,1
11508,Nordeste,PB,3600601.0,1,183.0,F,5,58026045.0,1
11509,Nordeste,PB,3600601.0,1,183.0,F,4,58084415.0,1
11512,Nordeste,PB,6120501.0,1,279.0,F,4,58037770.0,1
11513,Nordeste,PB,6120501.0,1,187.0,F,2,58063590.0,0
11515,Nordeste,PB,2721000.0,1,94.0,F,4,58070060.0,0
11519,Nordeste,RN,9521500.0,1,95.0,M,4,59127630.0,0
11520,Nordeste,RN,7490104.0,1,137.0,M,4,59115574.0,0
11521,Nordeste,RN,6422100.0,1,76.0,F,4,59032180.0,0
11523,Norte,RO,6120501.0,0,187.0,M,2,76980000.0,1
11528,Nordeste,RN,6422100.0,1,76.0,F,4,59032180.0,1
11530,Sudeste,MG,6110801.0,1,259.0,M,5,37505058.0,0
11531,Sudeste,MG,4753900.0,1,101.0,M,3,36500000.0,1
11532,Sudeste,MG,2751100.0,1,94.0,M,4,38026460.0,0
11533,Sudeste,MG,4753900.0,1,94.0,M,4,38026460.0,0
11534,Sudeste,MG,6436100.0,1,54.0,M,5,38010410.0,0
11536,Sudeste,MG,6422100.0,1,157.0,M,5,38065000.0,1
11537,Sudeste,MG,7911200.0,1,157.0,M,5,38065000.0,0
11538,Sudeste,MG,5111100.0,1,157.0,M,5,38065000.0,0
11539,Sudeste,MG,8291100.0,1,89.0,M,5,38081000.0,0
11540,Sudeste,MG,6421200.0,0,53.0,M,3,38190000.0,0
11541,Sudeste,MG,6422100.0,0,53.0,M,5,38190000.0,0
11542,Sudeste,MG,6550200.0,0,199.0,M,4,38400284.0,1
11546,Sudeste,MG,6120501.0,1,137.0,M,5,38408206.0,0
11547,Sudeste,MG,6110801.0,1,137.0,M,5,38408206.0,1
11548,Sudeste,RJ,4672900.0,1,288.0,M,3,27970420.0,0
11549,Sudeste,RJ,3514000.0,1,185.0,M,6,27945100.0,1
11550,Sudeste,RJ,3600601.0,1,183.0,F,4,27930200.0,1
11551,Sudeste,RJ,3701100.0,1,183.0,F,4,27930200.0,0
11552,Norte,RO,3514000.0,0,185.0,F,5,76803862.0,0
11556,Norte,RO,6542100.0,0,67.0,M,4,78900000.0,0
11559,Sudeste,RJ,6511101.0,1,53.0,F,5,27963107.0,0
11563,Sudeste,MG,4753900.0,1,76.0,M,4,38070030.0,0
11564,Sudeste,MG,4753900.0,1,96.0,F,3,38070230.0,0
11565,Sudeste,MG,4649402.0,1,96.0,F,3,38070230.0,0
11566,Sudeste,MG,4530701.0,1,89.0,M,3,38061010.0,0
11567,Sudeste,MG,6120501.0,1,186.0,F,4,38022200.0,0
11568,Sudeste,MG,4789099.0,1,125.0,F,7,38040725.0,0
11569,Sudeste,ES,2640000.0,1,96.0,F,4,29700160.0,1
11570,Sudeste,ES,4754701.0,1,111.0,F,5,29704230.0,0
11571,Sudeste,ES,2640000.0,1,95.0,F,3,29700000.0,0
11572,Sudeste,ES,4754701.0,1,95.0,F,3,29700000.0,0
11573,Sudeste,ES,4754701.0,1,101.0,M,6,29707300.0,0
11574,Sudeste,ES,4651601.0,0,101.0,F,3,29220575.0,0
11576,Sudeste,RJ,3520401.0,1,184.0,M,3,27948000.0,1
11577,Sudeste,RJ,4754701.0,1,120.0,F,6,27900000.0,1
11578,Sudeste,RJ,9430800.0,1,76.0,F,6,27946010.0,0
11579,Sudeste,RJ,7319002.0,0,90.0,F,3,27980000.0,0
11580,Sudeste,RJ,4744099.0,1,120.0,F,3,27980000.0,0
11581,Sudeste,RJ,6422100.0,1,54.0,F,6,27946010.0,0
11582,Sudeste,RJ,4789099.0,0,100.0,F,4,27965055.0,0
11584,Sudeste,MG,8610101.0,1,203.0,F,1,38072260.0,1
11591,Sudeste,RJ,2640000.0,1,101.0,M,4,27961070.0,1
11592,Sudeste,RJ,2632900.0,1,101.0,M,1,27966590.0,0
11595,Sudeste,RJ,2751100.0,1,111.0,F,2,27943840.0,1
11596,Sudeste,SP,6436100.0,0,63.0,M,4,8223000.0,0
11597,Sudeste,SP,6110801.0,1,186.0,F,7,3451040.0,1
11598,Sudeste,SP,6511101.0,1,69.0,F,3,4235110.0,1
11599,Sudeste,SP,8531700.0,0,233.0,F,2,8041550.0,0
11601,Sudeste,SP,6422100.0,0,53.0,F,3,5756240.0,1
11602,Sudeste,SP,9420100.0,0,258.0,M,7,4844280.0,0
11603,Sudeste,SP,6422100.0,1,54.0,F,5,8050060.0,0
11604,Sudeste,SP,6462000.0,1,123.0,M,3,3694010.0,0
11606,Sudeste,SP,6462000.0,1,94.0,M,2,13215000.0,0
11607,Sudeste,RJ,6110801.0,1,186.0,M,4,27972043.0,1
11608,Sudeste,RJ,4789099.0,1,95.0,M,3,27910000.0,1
11609,Sudeste,RJ,3514000.0,1,185.0,M,3,27972067.0,1
11610,Sudeste,RJ,3514000.0,1,185.0,F,5,27961070.0,1
11611,Sudeste,RJ,2632900.0,1,141.0,F,7,27940450.0,0
11612,Sudeste,SP,6422100.0,1,54.0,F,6,3980200.0,1
11613,Sudeste,SP,4781400.0,1,55.0,M,5,9920110.0,0
11614,Sudeste,SP,6462000.0,1,97.0,M,4,13322183.0,0
11615,Sudeste,SP,6463800.0,0,286.0,M,4,5267174.0,0
11616,Sudeste,SP,6423900.0,0,53.0,F,6,4411210.0,1
11618,Sul,SC,9521500.0,1,92.0,M,4,89295000.0,0
11619,Sul,SC,3514000.0,0,185.0,F,5,89295000.0,0
11620,Sul,SC,4930202.0,1,250.0,M,2,89295000.0,0
11621,Sul,SC,8520100.0,0,236.0,F,2,89295000.0,0
11622,Sul,SC,8520100.0,0,236.0,F,2,89295000.0,1
11623,Sul,SC,8531700.0,0,236.0,F,2,89295000.0,0
11624,Sul,SC,4530703.0,1,288.0,M,3,89295000.0,0
11627,Sul,SC,4511102.0,1,264.0,M,7,89295000.0,0
11629,Centro-oeste,GO,4713001.0,1,124.0,M,3,75500000.0,0
11642,Centro-oeste,GO,4753900.0,0,102.0,M,3,75860000.0,0
11643,Centro-oeste,GO,4753900.0,0,96.0,F,2,75860000.0,0
11646,Centro-oeste,GO,8532500.0,0,76.0,F,4,75860000.0,0
11647,Centro-oeste,GO,7990200.0,0,157.0,M,3,75860000.0,0
11648,Centro-oeste,GO,6422100.0,0,62.0,F,5,75860000.0,0
11649,Centro-oeste,GO,4110700.0,0,81.0,F,3,75860000.0,1
11650,Centro-oeste,GO,4789099.0,1,187.0,F,3,75860000.0,0
11651,Centro-oeste,GO,2632900.0,1,187.0,F,3,75860000.0,0
11653,Sudeste,SP,6422100.0,0,54.0,F,3,18025173.0,1
11655,Sudeste,SP,6422100.0,1,54.0,M,6,6785070.0,0
11656,Sudeste,SP,4651601.0,0,101.0,F,2,8475280.0,0
11657,Sudeste,SP,6422100.0,0,53.0,M,6,12284630.0,0
11659,Sudeste,RJ,4753900.0,1,288.0,M,4,27973030.0,0
11660,Sudeste,RJ,3514000.0,1,185.0,F,4,27979000.0,1
11661,Sudeste,RJ,6436100.0,1,53.0,F,7,27901000.0,0
11662,Sudeste,SP,6110801.0,0,186.0,F,3,8090710.0,1
11663,Sudeste,SP,4530705.0,0,99.0,M,4,8022240.0,0
11664,Sudeste,SP,6512000.0,0,69.0,F,6,2650030.0,0
11666,Sudeste,SP,6422100.0,1,76.0,F,6,5785080.0,0
11670,Sudeste,SP,7319004.0,0,96.0,M,3,9760000.0,0
11671,Sudeste,SP,2621300.0,0,102.0,F,4,18085700.0,0
11672,Sudeste,SP,2640000.0,1,92.0,F,5,5639170.0,1
11673,Sul,SC,2640000.0,1,140.0,M,2,89260656.0,1
11675,Sudeste,SP,6512000.0,1,66.0,M,2,17032290.0,0
11676,Sudeste,SP,6120501.0,1,187.0,M,7,17054673.0,1
11677,Sudeste,SP,6422100.0,1,76.0,M,5,17060810.0,1
11678,Sudeste,SP,6120501.0,0,187.0,F,5,17012350.0,1
11680,Sudeste,SP,6511101.0,1,231.0,F,6,17054280.0,0
11681,Sudeste,SP,7490104.0,0,94.0,F,2,17026710.0,0
11682,Sudeste,SP,8291100.0,1,76.0,M,3,17017470.0,0
11683,Sul,SC,4754701.0,0,123.0,F,4,89270000.0,0
11684,Sul,SC,2621300.0,1,96.0,M,4,89257745.0,0
11687,Centro-oeste,MS,3514000.0,0,185.0,M,4,79240000.0,1
11688,Centro-oeste,MS,3514000.0,0,185.0,F,6,79240000.0,1
11689,Centro-oeste,MS,3514000.0,0,185.0,F,3,79240000.0,1
11691,Centro-oeste,MS,3514000.0,0,185.0,M,6,79240000.0,1
11692,Centro-oeste,MS,6422100.0,0,53.0,M,4,79240000.0,0
11693,Centro-oeste,MS,3514000.0,0,185.0,M,4,79240000.0,1
11694,Centro-oeste,MS,3514000.0,0,185.0,F,4,79230000.0,1
11696,Nordeste,RN,6120501.0,1,187.0,F,7,59074300.0,1
11697,Nordeste,RN,9512600.0,1,101.0,M,3,59114700.0,0
11699,Nordeste,RN,6436100.0,1,53.0,F,4,59072150.0,0
11700,Nordeste,RN,6423900.0,1,53.0,F,4,59072150.0,1
11701,Nordeste,RN,4713001.0,1,249.0,M,6,59114220.0,1
11702,Centro-oeste,MS,3514000.0,0,185.0,F,4,79240000.0,1
11703,Centro-oeste,MS,3514000.0,0,185.0,M,4,79240000.0,1
11704,Centro-oeste,MS,3514000.0,0,185.0,F,6,79240000.0,1
11705,Centro-oeste,MS,3514000.0,0,185.0,F,3,79240000.0,1
11706,Centro-oeste,MS,3514000.0,0,185.0,M,4,79240000.0,1
11707,Nordeste,RN,6822600.0,0,183.0,M,2,59020160.0,0
11708,Nordeste,RN,3600601.0,0,183.0,M,2,59020160.0,1
11709,Nordeste,RN,8112500.0,0,183.0,M,2,59020160.0,0
11710,Nordeste,RN,4781400.0,0,101.0,F,5,59074120.0,0
11711,Nordeste,RN,2631100.0,0,101.0,F,5,59074120.0,0
11714,Nordeste,RN,7020400.0,1,55.0,M,3,59131240.0,0
11715,Centro-oeste,MT,4789099.0,1,101.0,F,2,78250000.0,1
11716,Centro-oeste,MT,4754701.0,1,92.0,M,4,78250000.0,0
11719,Sudeste,SP,6462000.0,1,124.0,M,5,19911780.0,0
11720,Sudeste,SP,6143400.0,0,186.0,F,4,4846570.0,0
11721,Sudeste,SP,6422100.0,0,63.0,M,6,1137010.0,0
11722,Sudeste,SP,7911200.0,0,276.0,M,4,4363060.0,0
11723,Sudeste,SP,6462000.0,0,288.0,M,3,4918010.0,0
11724,Sudeste,SP,1093701.0,0,31.0,F,4,4576020.0,0
11725,Sudeste,SP,4753900.0,1,120.0,F,4,4430180.0,1
11726,Centro-oeste,GO,6110801.0,0,187.0,M,3,75382390.0,1
11727,Centro-oeste,GO,6431000.0,1,54.0,M,6,75389022.0,0
11728,Centro-oeste,GO,4922102.0,1,157.0,M,6,75387142.0,1
11730,Centro-oeste,GO,2640000.0,1,147.0,F,3,75000000.0,1
11731,Centro-oeste,GO,6512000.0,1,147.0,F,3,75000000.0,0
11732,Centro-oeste,GO,4789008.0,1,147.0,F,3,75000000.0,0
11733,Centro-oeste,GO,4753900.0,1,139.0,M,4,75106585.0,0
11734,Centro-oeste,GO,2751100.0,1,139.0,M,4,75106585.0,1
11735,Centro-oeste,GO,2640000.0,1,103.0,F,3,75860000.0,0
11742,Norte,RO,6422100.0,0,53.0,F,5,76850000.0,1
11743,Norte,RO,6120501.0,1,76.0,F,3,76813099.0,1
11744,Norte,RO,2759799.0,1,140.0,F,3,76810454.0,0
11746,Norte,RO,8211300.0,1,79.0,M,6,76863000.0,0
11749,Sudeste,SP,6120501.0,1,187.0,F,6,18240000.0,1
11750,Sudeste,SP,6422100.0,0,53.0,M,7,14850000.0,1
11751,Sudeste,SP,6512000.0,0,76.0,M,4,14850000.0,0
11752,Sudeste,SP,6423900.0,0,76.0,M,4,14850000.0,1
11753,Centro-oeste,GO,4713001.0,1,73.0,M,5,75500000.0,0
11754,Centro-oeste,GO,1813001.0,0,141.0,M,2,75510035.0,0
11755,Centro-oeste,GO,6319400.0,1,54.0,F,5,75520150.0,0
11756,Centro-oeste,GO,6436100.0,1,54.0,F,5,75520150.0,0
11757,Centro-oeste,GO,6619399.0,1,54.0,F,5,75520150.0,0
11760,Centro-oeste,GO,6120501.0,1,187.0,F,4,75533800.0,1
11761,Centro-oeste,GO,4754701.0,1,123.0,F,4,75524535.0,0
11765,Centro-oeste,GO,4711301.0,0,73.0,M,3,74313180.0,0
11766,Sudeste,MG,4754701.0,0,94.0,F,3,38010000.0,1
11767,Sudeste,MG,7490104.0,1,140.0,M,3,38030010.0,0
11768,Sudeste,MG,7490104.0,1,140.0,M,3,38030010.0,0
11770,Sudeste,MG,4744099.0,0,87.0,F,2,38036130.0,1
11771,Sudeste,MG,6612602.0,1,76.0,F,6,38071000.0,0
11772,Sudeste,MG,7990200.0,1,276.0,M,3,38040725.0,1
11773,Centro-oeste,GO,6810201.0,0,82.0,F,2,74140110.0,0
11775,Centro-oeste,GO,6422100.0,0,54.0,M,4,74780020.0,0
11777,Sudeste,MG,4753900.0,1,111.0,F,4,36415000.0,1
11778,Sudeste,MG,6462000.0,0,120.0,F,2,36415000.0,0
11779,Sudeste,MG,2640000.0,0,101.0,F,2,36415000.0,1
11780,Sudeste,MG,6511101.0,0,101.0,F,2,36415000.0,1
11785,Norte,RO,6810201.0,0,81.0,M,2,76908298.0,0
11786,Sudeste,RJ,6470101.0,0,63.0,M,5,27946120.0,0
11787,Sudeste,RJ,3514000.0,1,185.0,F,4,27944769.0,1
11788,Sudeste,RJ,3600601.0,1,183.0,F,6,27913162.0,1
11789,Sudeste,RJ,3701100.0,1,183.0,F,6,27913162.0,0
11790,Nordeste,RN,4651601.0,1,101.0,M,4,59141000.0,0
11792,Nordeste,RN,2751100.0,1,94.0,F,5,59143080.0,1
11793,Nordeste,RN,4753900.0,1,94.0,F,5,59143080.0,0
11794,Nordeste,RN,8541400.0,1,236.0,F,2,59145480.0,0
11798,Sudeste,RJ,9313100.0,0,236.0,M,2,27943120.0,0
11799,Sudeste,RJ,4789099.0,1,54.0,F,6,27901000.0,0
11800,Nordeste,PB,3101200.0,1,123.0,F,4,58036460.0,0
11801,Nordeste,PB,4774100.0,0,207.0,M,3,58052236.0,1
11802,Nordeste,PB,6120501.0,1,187.0,F,5,58013360.0,0
11803,Nordeste,PB,8531700.0,0,233.0,F,2,58039190.0,0
11805,Nordeste,PB,6512000.0,1,96.0,M,1,58070400.0,0
11806,Nordeste,PB,6120501.0,1,187.0,M,6,58088110.0,0
11807,Nordeste,PB,6436100.0,1,54.0,F,3,58040730.0,0
11808,Sudeste,MG,4711301.0,1,141.0,M,2,38025330.0,1
11809,Sudeste,MG,4930202.0,1,141.0,M,2,38025330.0,0
11811,Sudeste,MG,4753900.0,1,96.0,M,2,38082263.0,0
11812,Sudeste,MG,4651601.0,1,96.0,M,2,38082263.0,0
11813,Sudeste,MG,4619200.0,1,281.0,F,2,38051576.0,0
11814,Sudeste,MG,4120400.0,1,281.0,F,2,38051576.0,0
11815,Sudeste,MG,4120400.0,1,281.0,M,2,38015130.0,0
11816,Sudeste,MG,4619200.0,1,281.0,M,2,38015130.0,0
11818,Sudeste,MG,2640000.0,1,101.0,F,5,38082040.0,1
11819,Sudeste,RJ,6512000.0,1,282.0,F,3,27920010.0,0
11820,Sudeste,RJ,3514000.0,0,185.0,M,6,27950066.0,1
11821,Sudeste,RJ,6110801.0,0,186.0,M,5,27930010.0,1
11822,Sudeste,RJ,3514000.0,1,185.0,F,3,27901000.0,1
11823,Sudeste,RJ,4789099.0,0,249.0,M,6,27923120.0,0
11824,Sudeste,RJ,4921302.0,1,157.0,M,6,27971320.0,1
11825,Sudeste,RJ,3514000.0,1,185.0,M,6,27943485.0,1
11826,Sudeste,RJ,6120501.0,1,187.0,F,5,27970150.0,1
11827,Sudeste,SP,7490104.0,0,132.0,M,2,6720149.0,0
11828,Sudeste,SP,5310501.0,0,182.0,F,2,8225270.0,0
11829,Sudeste,SP,6422100.0,0,57.0,M,5,8151330.0,1
11830,Sudeste,SP,7911200.0,0,276.0,F,4,9560500.0,0
11831,Sudeste,SP,6436100.0,0,53.0,F,3,5181000.0,0
11832,Sudeste,SP,6422100.0,0,53.0,F,5,9721140.0,1
11834,Sudeste,SP,4761001.0,1,137.0,F,2,12301400.0,0
11835,Sudeste,SP,6423900.0,1,53.0,F,5,1415000.0,1
11837,Sudeste,SP,7911200.0,0,276.0,M,2,4324040.0,0
11838,Sudeste,SP,8531700.0,0,233.0,M,2,2969010.0,0
11839,Sudeste,SP,8531700.0,0,233.0,M,2,2969010.0,0
11840,Centro-oeste,MS,3514000.0,0,185.0,F,6,79240000.0,1
11841,Centro-oeste,MS,3514000.0,0,185.0,F,6,79240000.0,1
11844,Sudeste,SP,6120501.0,1,187.0,F,3,8011170.0,1
11845,Sudeste,SP,6120501.0,1,187.0,M,6,4829100.0,1
11846,Sudeste,SP,6319400.0,0,187.0,F,6,5542130.0,0
11847,Sudeste,SP,6550200.0,1,199.0,F,2,5873190.0,1
11848,Sudeste,SP,6511101.0,0,69.0,F,3,8111480.0,0
11849,Sudeste,SP,6120501.0,1,187.0,F,7,4904220.0,1
11850,Sudeste,SP,6511101.0,1,69.0,M,6,4845260.0,1
11851,Sudeste,SP,6422100.0,0,53.0,M,7,4372000.0,1
11853,Sudeste,SP,6190601.0,1,76.0,F,2,8060060.0,0
11854,Sudeste,SP,6462000.0,1,94.0,F,2,9910650.0,0
11855,Sudeste,SP,2593400.0,0,108.0,F,3,7022040.0,0
11857,Sudeste,SP,7711000.0,1,131.0,M,5,13212502.0,1
